key,title,author,year,type,volume,issue,pages,journal,journalShort,publisher,doi,url,abstract,keywords,citedBy,quality,area,subArea,approach,AI,AIsub,data,participants,note
wang2020,ArguLens: Anatomy of Community Opinions on Usability Issues Using Argumentation Models,"Wang, Wenting; Arya, Deeksha; Novielli, Nicole; Cheng, Jinghui; Guo, Jin L.C.",2020,conferencePaper,,,,Conference on Human Factors in Computing Systems - Proceedings,CHI,ACM,10.1145/3313831.3376218,https://doi.org/10.1145/3313831.3376218,"In open-source software (OSS), the design of usability is often influenced by the discussions among community members on platforms such as issue tracking systems (ITSs). However, digesting the rich information embedded in issue discussions can be a major challenge due to the vast number and diversity of the comments. We propose and evaluate ArguLens, a conceptual framework and automated technique leveraging an argumentation model to support effective understanding and consolidation of community opinions in ITSs. Through content analysis, we anatomized highly discussed usability issues from a large, active OSS project, into their argumentation components and standpoints. We then experimented with supervised machine learning techniques for automated argument extraction. Finally, through a study with experienced ITS users, we show that the information provided by ArguLens supported the digestion of usability-related opinions and facilitated the review of lengthy issues. ArguLens provides the direction of designing valuable tools for high-level reasoning and effective discussion about usability. © 2020 ACM.",Argumentation model; Automated techniques; Conceptual frameworks; Content analysis; High-level reasoning; Human engineering; Issue Tracking; Learning systems; Open source software; Open systems; Supervised learning; Supervised machine learning; Usability engineering,35,A,UX/usability issue detection,topic classification,Text analysis,machine learning,,User feedback/reviews/text,yes,"UX issue detection; NLP; user reviews; text analysis, web scraping; nan; conceptual framework and automated technique leveraging an argumentation model to support effective understanding and consolidation of community opinions - information provided by ArguLens supported the digestion of usability-related opinions; -"
widodo2023,Enhancing Software User Interface Testing Through Few Shot Deep Learning: A Novel Approach for Automated Accuracy and Usability Evaluation,"Widodo, Aris Puji; Wibowo, Adi; Kurniawan, Kabul",2023,journalArticle,14,12,578 – 585,International Journal of Advanced Computer Science and Applications,,The Science and Information Organization,10.14569/IJACSA.2023.0141260,https://doi.org/10.14569/IJACSA.2023.0141260,"Traditional user interface (UI) testing methods in software development are time-consuming and prone to human error, requiring more efficient and accurate approaches. Moreover, deep learning requires extensive data training to develop accurate automated UI software testing. This paper proposes an efficient and accurate method for automating UI software testing using Deep learning with training data limitations. We propose a novel deep learning-based framework suitable for UI element analysis in data-scarce situations, focusing on Few-shot learning. Our framework initiates with several robust feature extraction modules that employ and compare sophisticated encoder models to be adept at capturing complex patterns from a sparse dataset. The methodology employs the Enrico and UI screen mistake datasets, overcoming training data limitations. Utilizing encoder models, including CNN, VGG-16, ResNet-50, MobileNet-V3, and EfficientNet-B1, the EfficientNet-B1 model excelled in the setting of Few-Shot learning with five-shot with an average accuracy of 76.05%. Our proposed model's accuracy was improved and compared to the state-of-the-art method. Our findings demonstrate the effectiveness of few-shot learning in UI screen classification, setting new benchmarks in software testing and usability evaluation, particularly in limited data scenarios. © (2023), (Science and Information Organization). All Rights Reserved.",Deep learning; User interfaces; Software testing; Training data; software testing; Learning systems; Usability evaluation; Software design; Interface testings; Software testings; Efficientnet; Few-shot; Screen classification; Signal encoding; User interface screen classification; User interface software; efficientnet; few-shot; UI screen classification,0,Q3,UI issue detection,,Computer vision,deep learning,,Screenshots/images,no,GUI testing (detecting UI issues); computer vision; UI screenshots; model training; detecting UI issues from screenshots; efficient and accurate method for automating UI software testing using Deep learning; mobile
wu2015,Modeling user psychological experience and case study in online e-learning,"Wu, Xiyuan; Liu, Min; Zheng, Qinghua; Zhang, Yunqiang; Li, Haifei",2015,journalArticle,10,6,53 – 61,International Journal of Emerging Technologies in Learning,,Kassel University Press GmbH,10.3991/ijet.v10i6.5114,https://doi.org/10.3991/ijet.v10i6.5114,"In the post WWW era, the research of e-learning focuses on facilitating intelligent and proactive services for learners. The quality of user experience determines whether e-learning services would be accepted by learners. However, many researchers traditionally focus on the effectiveness of computer systems or the accuracy of algorithms themselves rather than on user-centric psychological experience. How to model and evaluate user experience taking into account user psychological and cognitive properties are challenging research topics. There are some traditional methods typically proposed to evaluate users' psychological experience, such as interview, questionnaire etc. They are qualitative and easy to conduct but need more time and resource. And they are liable to subjective views. Based on user web log data, the current paper presents a quantitative approach of modeling user psychological experience in the context of intelligent e-learning. The properties and elements, which affect user experience, are analyzed and quantified. The holistic user experience is quantified through the fusion of analytic hierarchy process (AHP) and Delphi methods. A case study, at a university in China, is conducted for diagnosing whether the result of the proposed approach can be uniform with user subjective experience, and indicates that the proposed approach is effective and complements existing user experience research in intelligent e-learning.",Analytic hierarchy process; Analytic hierarchy process (ahp); Blogs; Cognitive properties; E-learning; Intelligent e-learning; Learning systems; Quantitative approach; Subjective experiences; Surveys; User experience; User experience research; User-centric evaluations; Web log analysis,5,Q3,UX/usability attributes evaluation,"usability metrics (efficiency,...)",User interaction analysis,none,metrics + rule-based,User interactions,yes,"UX evaluation; user interaction analysis; user interactions, task results; real usage logging; nan; Based on user web log data, the current paper presents a quantitative approach of modeling user psychological experience in the context of intelligent e-learning; desktop"
xiang2024,SimUser: Generating Usability Feedback by Simulating Various Users Interacting with Mobile Applications,"Xiang, Wei; Zhu, Hanfei; Lou, Suqi; Chen, Xinli; Pan, Zhenghua; Jin, Yuping; Chen, Shi; Sun, Lingyun",2024,conferencePaper,,,,Conference on Human Factors in Computing Systems - Proceedings,CHI,ACM,10.1145/3613904.3642481,https://doi.org/10.1145/3613904.3642481,"The confict between the rapid iteration demand of prototyping and the time-consuming nature of user tests has led researchers to adopt AI methods to identify usability issues. However, these AI-driven methods concentrate on evaluating the feasibility of a system, while often overlooking the infuence of specifed user characteristics and usage contexts. Our work proposes a tool named SimUser based on large language models (LLMs) with the Chain-of-Thought structure and user modeling method. It generates usability feedback by simulating the interaction between users and applications, which is infuenced by user characteristics and contextual factors. The empirical study (48 human users and 21 designers) validated that in the context of a simple smartwatch interface, SimUser could generate heuristic usability feedback with the similarity varying from 35.7% to 100% according to the user groups and usability category. Our work provides insights into simulating users by LLM to improve future design activities. © 2024 Copyright held by the owner/author(s)",Computational linguistics; Infuence; Iterative methods; Language model; Large language model; Mobile applications; Modeling languages; Thought structures; Usability feedback; Usage context; User characteristics; User interfaces; User simulation; User tests,0,A,UI understanding/feedback,,"Source code analysis (web/app crawling), Computer vision","New LMs, deep learning",LLM,"Source code, Screenshots/images",no (synthetic),"user feedback generation; computer vision, UI element analysis; UI screenshot, UI elements info; usability test; provide feedback for watch interface; tool named SimUser based on large language models (LLMs) with the Chain-of-Thought structure and user modeling method. It generates usability feedback by simulating the interaction between users and applications, which is influenced by user characteristics and contextual factors; watch"
xing2021,Computational model for predicting user aesthetic preference for GUI using DCNNs,"Xing, Baixi; Si, Huahao; Chen, Junbin; Ye, Minchao; Shi, Lei",2021,journalArticle,3,2,147-169,CCF Transactions on Pervasive Computing and Interaction,,Springer Nature,10.1007/s42486-021-00064-4,https://doi.org/10.1007/s42486-021-00064-4,"Visual aesthetics is vital in determining the usability of the graphical user interface (GUI). It can strengthen the competitiveness of interactive online applications. Human aesthetic preferences for GUI are implicit and linked to various aspects of perception. In this study, an aesthetic GUI image database was constructed with 38,423 design works collected from Huaban.com, a popular social network website for art and design sharing, collection, and exhibition in China. The numbers of user collection and likes of each design work were used as the annotation to represent user preference levels. Deep convolutional neural networks were applied to evaluate the aesthetic preferences of GUIs, based on a large dataset of user interface design images with the ground-truth annotations. The experimental result indicated the feasibility of the proposed method, with a mean squared error (MSE) of 0.0222 for user collection prediction and an MSE of 0.0644 for user likes prediction in the best model performance of Squeeze-and-Excitation-VGG19 networks (SE-VGG19). This study aims to build a large aesthetic image database, and to explore a practical and objective evaluation model of GUI aesthetics.",Computational aesthetics; GUI aesthetic assessment; DCNNs,6,Q3,UX/usability attributes evaluation,Visual aesthetics,Computer vision,deep learning,,Screenshots/images,no,aesthetics evaluation; computer vision; UI screenshot; model training; aesthetics prediction from GUI images; esthetic GUI image database was constructed; any
xu2015,TurkerGaze: Crowdsourcing Saliency with Webcam based Eye Tracking,"Xu, Pingmei; Ehinger, Krista A.; Zhang, Yinda; Finkelstein, Adam; Kulkarni, Sanjeev R.; Xiao, Jianxiong",2015,preprint,,,,,,arXiv,10.48550/arXiv.1504.06755,http://arxiv.org/abs/1504.06755,"Traditional eye tracking requires specialized hardware, which means collecting gaze data from many observers is expensive, tedious and slow. Therefore, existing saliency prediction datasets are order-of-magnitudes smaller than typical datasets for other vision recognition tasks. The small size of these datasets limits the potential for training data intensive algorithms, and causes overfitting in benchmark evaluation. To address this deficiency, this paper introduces a webcam-based gaze tracking system that supports large-scale, crowdsourced eye tracking deployed on Amazon Mechanical Turk (AMTurk). By a combination of careful algorithm and gaming protocol design, our system obtains eye tracking data for saliency prediction comparable to data gathered in a traditional lab setting, with relatively lower cost and less effort on the part of the researchers. Using this tool, we build a saliency dataset for a large number of natural images. We will open-source our tool and provide a web server where researchers can upload their images to get eye tracking results from AMTurk.",,383,-,Saliency/visual importance,,Computer vision,deep learning,,Video/facial expressions,yes,"webcam eyetracking (gaze prediction); computer vision aproach; eye images; model training; estimate gaze patterns; webcam-based gaze tracking system that supports large-scale, crowdsourced eye tracking; not mentioned"
xu2016,Spatio-Temporal Modeling and Prediction of Visual Attention in Graphical User Interfaces,"Xu, Pingmei; Sugano, Yusuke; Bulling, Andreas",2016,conferencePaper,,,3299–3310,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI,ACM,10.1145/2858036.2858479,https://doi.org/10.1145/2858036.2858479,"We present a computational model to predict users' spatio-temporal visual attention on WIMP-style (windows, icons, menus, pointer) graphical user interfaces. Like existing models of bottom-up visual attention in computer vision, our model does not require any eye tracking equipment. Instead, it predicts attention solely using information available to the interface, specifically users' mouse and keyboard input as well as the UI components they interact with. To study our model in a principled way, we further introduce a method to synthesize user interface layouts that are functionally equivalent to real-world interfaces, such as from Gmail, Facebook, or GitHub. We first quantitatively analyze attention allocation and its correlation with user input and UI components using ground-truth gaze, mouse, and keyboard data of 18 participants performing a text editing task. We then show that our model predicts attention maps more accurately than state-of-the-art methods. Our results underline the significant potential of spatio-temporal attention modeling for user interface evaluation, optimization, or even simulation.",Visual attention; saliency; interactive environment; graphical user interfaces; physical action; spatio-temporal modeling,54,A,Saliency/visual importance,,"User interaction analysis, Eyetracking",machine learning,,"User interactions, gaze data",yes,"visual attention prediction; user interaction analysis; UI components, user interactions; usability test; nan; computational model to predict users' spatio-temporal visual attention on WIMP-style (windows, icons, menus, pointer) graphical user interfaces - data-driven approach to analyze and predict visual attention in the GUI space; desktop"
yang2020,Measuring and Improving User Experience Through Artificial Intelligence-Aided Design,"Yang, Bin; Wei, Long; Pu, Zihan",2020,journalArticle,11,,,Frontiers in Psychology,,Frontiers Media SA,10.3389/fpsyg.2020.595374,https://doi.org/10.3389/fpsyg.2020.595374,"This paper aims to propose a methodology for measuring user experience (UX) by using artificial intelligence-aided design (AIAD) technology in mobile application design. Unlike the traditional assistance design tools, AIAD focuses on the rational use of artificial intelligence (AI) technology to measure and improve UX since conventional data collection methods (such as user interview and user observation) for user behavior data are inefficient and time-consuming. We propose to obtain user behavior data from logs of mobile application. In order to protect the privacy of users, only a few dimensions of information is used in the process of browsing and operating mobile application. The goal of the proposed methodology is to make the deep neural network model simulate the user’s experience in the process of operating a mobile application as much as possible. We design and use projected pages of application to train neural networks for specific tasks. These projected pages consist of the click information of all users in the process of completing a certain task. Thus, features of user behavior can be aggregated and mapped in the connection layers and the hidden layers. Finally, the optimized design is executed on the social communication application to verify the efficiency of the proposed methodology.",user experience; artificial intelligence aided design; human computer interaction; mobile application design; deep neural network; usability evaluation,41,Q2,UX/usability attributes evaluation,"usability metrics (efficiency,...)",User interaction analysis,deep learning,,User interactions,yes,automated UX evaluation; user interaction data analysis; user interactions (clicks); model training; UX score from user clicks; methodology for measuring user experience (UX) by using artificial intelligence-aided design (AIAD) technology in mobile application design; mobile
yang2021,Don’t Do That! Hunting Down Visual Design Smells in Complex UIs Against Design Guidelines,"Yang, Bo; Xing, Zhenchang; Xia, Xin; Chen, Chunyang; Ye, Deheng; Li, Shanping",2021,conferencePaper,,,761-772,2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE),ICSE,IEEE,10.1109/ICSE43902.2021.00075,https://doi.org/10.1109/ICSE43902.2021.00075,"Just like code smells in source code, UI design has visual design smells. We study 93 don't-do-that guidelines in the Material Design, a complex design system created by Google. We find that these don't-guidelines go far beyond UI aesthetics, and involve seven general design dimensions (layout, typography, iconography, navigation, communication, color, and shape) and four component design aspects (anatomy, placement, behavior, and usage). Violating these guidelines results in visual design smells in UIs (or UI design smells). In a study of 60,756 UIs of 9,286 Android apps, we find that 7,497 UIs of 2,587 apps have at least one violation of some Material Design guidelines. This reveals the lack of developer training and tool support to avoid UI design smells. To fill this gap, we design an automated UI design smell detector (UIS-Hunter) that extracts and validates multi-modal UI information (component metadata, typography, iconography, color, and edge) for detecting the violation of diverse don't-guidelines in Material Design. The detection accuracy of UIS-Hunter is high (precision=0.81, recall=0.90) on the 60,756 UIs of 9,286 apps. We build a guideline gallery with real-world UI design smells that UIS-Hunter detects for developers to learn the best Material Design practices. Our user studies show that UIS-Hunter is more effective than manual detection of UI design smells, and the UI design smells that are detected by UIS-Hunter have severely negative impacts on app users.",GUI testing; UI design smell; Violation detection; Material design,50,A,UI issue detection,,Computer vision,deep learning,,Screenshots/images,no,"GUI design violation issue detection; computer vision; UI screenshot; GUI testing; nan; automated UI design smell detector (UIS-Hunter) that extracts and validates multi-modal UI information (component metadata, typography, iconography, color, and edge) for detecting the violation of diverse don't-guidelines in Material Design; mobile"
zhao2020,Seenomaly: vision-based linting of GUI animation effects against design-don't guidelines,"Zhao, Dehai; Xing, Zhenchang; Chen, Chunyang; Xu, Xiwei; Zhu, Liming; Li, Guoqiang; Wang, Jinshui",2020,conferencePaper,,,1286–1297,Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,ICSE,ACM,10.1145/3377811.3380411,https://doi.org/10.1145/3377811.3380411,"GUI animations, such as card movement, menu slide in/out, snackbar display, provide appealing user experience and enhance the usability of mobile applications. These GUI animations should not violate the platform's UI design guidelines (referred to as design-don't guideline in this work) regarding component motion and interaction, content appearing and disappearing, and elevation and shadow changes. However, none of existing static code analysis, functional GUI testing and GUI image comparison techniques can ""see"" the GUI animations on the scree, and thus they cannot support the linting of GUI animations against design-don't guidelines. In this work, we formulate this GUI animation linting problem as a multi-class screencast classification task, but we do not have sufficient labeled GUI animations to train the classifier. Instead, we propose an unsupervised, computer-vision based adversarial autoencoder to solve this linting problem. Our autoencoder learns to group similar GUI animations by ""seeing"" lots of unlabeled real-application GUI animations and learning to generate them. As the first work of its kind, we build the datasets of synthetic and real-world GUI animations. Through experiments on these datasets, we systematically investigate the learning capability of our model and its effectiveness and practicality for linting GUI animations, and identify the challenges in this linting problem for future work.",GUI animation; Design guidelines; Lint; Unsupervised learning,60,A,UI issue detection,,Computer vision,"deep learning, machine learning",,Screenshots/images,no,"GUI design violation issue detection; computer vision; UI screenshot; GUI testing; feature extraction from screenshots, then classification with Knn; unsupervised, computer-vision based adversarial autoencoder to solve this linting problem - GUI animations should not violate the platform’s UI design guidelines; mobile"
zhou2020,Intelligent Exploration for User Interface Modules of Mobile App with Collective Learning,"Zhou, Jingbo; Tang, Zhenwei; Zhao, Min; Ge, Xiang; Zhuang, Fuzhen; Zhou, Meng; Zou, Liming; Yang, Chenglei; Xiong, Hui",2020,conferencePaper,,,3346–3355,Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery; Data Mining,KDD,ACM,10.1145/3394486.3403387,https://doi.org/10.1145/3394486.3403387,"A mobile app interface usually consists of a set of user interface modules. How to properly design these user interface modules is vital to achieving user satisfaction for a mobile app. However, there are few methods to determine design variables for user interface modules except for relying on the judgment of designers. Usually, a laborious post-processing step is necessary to verify the key change of each design variable. Therefore, there is only a very limited amount of design solutions that can be tested. It is time-consuming and almost impossible to figure out the best design solutions as there are many modules. To this end, we introduce FEELER, a framework to fast and intelligently explore design solutions of user interface modules with a collective machine learning approach. FEELER can help designers quantitatively measure the preference score of different design solutions, aiming to facilitate the designers to conveniently and quickly adjust user interface module. We conducted extensive experimental evaluations on two real-life datasets to demonstrate its applicability in real-life cases of user interface module design in the Baidu App, which is one of the most popular mobile apps in China.",user interface design; collective learning; gaussian process; preference learning; user interface exploration,10,A,UX/usability attributes evaluation,design preference,Source code analysis (web/app crawling),machine learning,,Source code,no,"design preference evaluation; UI element analysis; UI element info; model training; selecting the best design (preference scroe) from UI element information - labeling by users for training; FEELER can help designers quantitatively measure the preference score of different design solutions, aiming to facilitate the designers to conveniently and quickly adjust user interface module; mobile"
bakaev2018,Auto-Extraction and Integration of Metrics for Web User Interfaces,"Bakaev, Maxim; Heil, Sebastian; Khvorostov, Vladimir; Gaedke, Martin",2018,journalArticle,17,6–7,561-590,Journal of Web Engineering,,River Publishers,10.13052/jwe1540-9589.17676,https://ieeexplore.ieee.org/abstract/document/10251855,"Metric-based assessment of web user interface (WUI) quality attributes is shifting from code (HTML/CSS) analysis to mining webpages' visual representations based on image recognition techniques. In our paper, we describe a visual analysis tool which takes a WUI screenshot and produces structured and machine-readable representation (JSON) of the interface elements' spatial allocation. The implementation is based on OpenCV (image recognition functions), dlib (trained detector for the elements' classification), and Tesseract (label and content text recognition). The JSON representation is used to automatically calculate several metrics related to visual complexity, which is known to have major effect on user experience with UIs. We further describe a WUI measurement platform that allows integration of the currently dispersed sets of metrics from different providers and demonstrate the platform's use with several remote services. We perform statistical analysis of the collected metrics in relation to complexity-related subjective evaluations obtained from 63 human subjects of various nationalities. Finally, we build predictive models for visual complexity and show that their accuracy can be improved by integrating the metrics from different sets. Regressions with the single index of visual complexity metric that we proposed had R2=0.460, while the best joint model with 4 metrics had R2=0.647.",Automated metrics; HCI Vision; web design mining; visual complexity,38,,UX/usability attributes evaluation,Visual complexity,Screenshot metrics,deep learning,,Screenshots/images,no,visual complextiy; image metric analysis; UI screenshot; user evaluations; nan; visual analysis tool which takes a WUI screenshot and produces structured and machine-readable representation; desktop
bakaev2018a,HCI Vision for Automated Analysis and Mining of Web User Interfaces,"Bakaev, Maxim; Heil, Sebastian; Khvorostov, Vladimir; Gaedke, Martin",2018,conferencePaper,,,136-144,Web Engineering,ICWE,Springer Nature,10.1007/978-3-319-91662-0_10,https://doi.org/10.1007/978-3-319-91662-0_10,"Most techniques for webpage structure and design mining are based on code analysis and are detached from a human user’s perception of the web user interface (WUI). Our paper is dedicated to approaches that instead focus on analysis of webpage’s visual representation – the way it is rendered in different browsers and environments and delivered to the end user. Specifically, we describe the software tool that we built, which takes a WUI screenshot and produces structured and machine-readable representation (JSON) of interface elements as made out by a human user. The implementation is based on OpenCV (image recognition functions), dlib (trained detector for the elements’ classification), and Tesseract (label and content text recognition). To demonstrate feasibility of the approach, we describe application of our analyzer tool to auto-calculate certain measures for a WUI and to predict users’ subjective impressions. Particularly, we assess UI visual complexity, which is known to significantly influence both cognitive and affective aspects of interaction. The results suggest the analyzer’s output is mostly characteristic of the users’ visual perception and can be useful for auto-assessing and comparing WUIs.",Web design mining; HCI vision; Image recognition; Human factors; Visual complexity,28,B,UX/usability attributes evaluation,Visual complexity,Screenshot metrics,deep learning,,Screenshots/images,no,"visual complextiy; UI screenshot analysis from web scraping; UI screenshot; web scraping; nan; software tool that we built, which takes a WUI screenshot and produces structured and machine-readable representation (JSON) of interface elements as made out by a human user; desktop"
boychuk2019,Entropy and Compression Based Analysis of Web User Interfaces,"Boychuk, Egor; Bakaev, Maxim",2019,conferencePaper,,,253-261,Web Engineering,ICWE,Springer Nature,10.1007/978-3-030-19274-7_19,https://doi.org/10.1007/978-3-030-19274-7_19,"In our paper we explore whether user visual perception of web interfaces (WUI) can be predicted by certain quantitative characteristics of WUI screenshots. The considered metrics are JPEG file size, PNG file size, and information entropy value calculated with frequency-based MATLAB’s entropy(I) function. We ran survey with 70 subjects who provided subjective evaluations of complexity, aesthetics and orderliness for 497 website homepages. The results suggest that all the three metrics were significant, and the proposed regression models were considerably better than the respective baseline models that only used the popular JPEG-based metric. Remarkably, the entropy metric had significant positive correlations with aesthetic and orderliness evaluations, but not with the size of the image. We believe our findings might be used in development of automated WUI analysis tools to aid web engineers in their work.",Information entropy; Web interfaces; Cognitive models,15,B,UX/usability attributes evaluation,Visual complexity,Screenshot metrics,none,descriptive metrics/visualizations,Screenshots/images,no,aesthetics and complexity; UI screenshot analysis from web scraping; UI screenshot; web scraping; nan; whether user visual perception of web interfaces (WUI) can be predicted by certain quantitative characteristics of WUI screenshots; desktop
li2023,Spotlight: Mobile UI Understanding using Vision-Language Models with a Focus,"Li, Gang; Li, Yang",2023,preprint,,,,,,arXiv,10.48550/arXiv.2209.14927,http://arxiv.org/abs/2209.14927,"Mobile UI understanding is important for enabling various interaction tasks such as UI automation and accessibility. Previous mobile UI modeling often depends on the view hierarchy information of a screen, which directly provides the structural data of the UI, with the hope to bypass challenging tasks of visual modeling from screen pixels. However, view hierarchies are not always available, and are often corrupted with missing object descriptions or misaligned structure information. As a result, despite the use of view hierarchies could offer short-term gains, it may ultimately hinder the applicability and performance of the model. In this paper, we propose Spotlight, a vision-only approach for mobile UI understanding. Specifically, we enhance a vision-language model that only takes the screenshot of the UI and a region of interest on the screen -- the focus -- as the input. This general architecture of Spotlight is easily scalable and capable of performing a range of UI modeling tasks. Our experiments show that our model establishes SoTA results on several representative UI tasks and outperforms previous methods that use both screenshots and view hierarchies as inputs. Furthermore, we explore multi-task learning and few-shot prompting capacities of the proposed models, demonstrating promising results in the multi-task learning direction.",,29,-,UI understanding/feedback,,Computer vision,New LMs,VLM,Screenshots/images,no,"tappability prediction and screen annotation (summarization); VLM design annotation (cv); UI screenshot, source code; model training; annotating elements and tappability points from source code and with text from screenshots; approach for mobile UI understanding - vision-language model that only takes the screenshot of the UI and a region of interest on the screen -- the focus -- as the input; mobile"
miniukovich2018,Visual complexity of graphical user interfaces,"Miniukovich, Aliaksei; Sulpizio, Simone; De Angeli, Antonella",2018,conferencePaper,,,1–9,Proceedings of the 2018 International Conference on Advanced Visual Interfaces,AVI,ACM,10.1145/3206505.3206549,https://doi.org/10.1145/3206505.3206549,"Graphical User Interfaces (GUIs) of low visual complexity tend to have higher aesthetics, usability and accessibility, and result in higher user satisfaction. Despite a few authors recently used or studied visual complexity, the concept of visual complexity still needs to be better defined for the use in HCI research and GUI design, with its underlying aspects systematized and operationalized, and different measures validated. This paper reviews the aspects of GUI visual complexity and operationalizes four aspects with nine computation-based measures in total. Two user studies validated the measures on two types of stimuli - webpages (study 1, n = 55) and book pages (study 2, n = 150) - with two user groups, dyslexics (people with reading difficulties) and typical readers. The same complexity aspects could be expected to determine complexity perception for both GUI types, whereas different complexity aspects could be expected to determine complexity perception for dyslexics, relative to typical readers. However, the studies showed little to no difference between dyslexics and average readers, whereas web pages did differ from book pages in what aspects made them seem complex. It was not the intergroup differences, but the stimulus type that defined criteria to judge visual complexity. Future research and visual design could rely on the visual complexity aspects outlined in this paper.",Facets of Visual Complexity; Computation of Visual Complexity; Dyslexia; eBooks; Webpages; GUI Research and Design,31,B,UX/usability attributes evaluation,Visual complexity,Screenshot metrics,none,descriptive metrics/visualizations,Screenshots/images,no,visual complexity; UI screenshot metrics analysis; UI screenshots; usability test; nan; aspects of GUI visual complexity and operationalizes four aspects with nine computation-based measures in tot; desktop
oulasvirta2018,Aalto Interface Metrics (AIM): A Service and Codebase for Computational GUI Evaluation,"Oulasvirta, Antti; De Pascale, Samuli; Koch, Janin; Langerak, Thomas; Jokinen, Jussi; Todi, Kashyap; Laine, Markku; Kristhombuge, Manoj; Zhu, Yuxi; Miniukovich, Aliaksei; Palmas, Gregorio; Weinkauf, Tino",2018,conferencePaper,,,16–19,Adjunct Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology,UIST,ACM,10.1145/3266037.3266087,https://doi.org/10.1145/3266037.3266087,"Aalto Interface Metrics (AIM) pools several empirically validated models and metrics of user perception and attention into an easy-to-use online service for the evaluation of graphical user interface (GUI) designs. Users input a GUI design via URL, and select from a list of 17 different metrics covering aspects ranging from visual clutter to visual learnability. AIM presents detailed breakdowns, visualizations, and statistical comparisons, enabling designers and practitioners to detect shortcomings and possible improvements. The web service and code repository are available at interfacemetrics.aalto.fi.",,58,A,UX/usability attributes evaluation,Visual complexity,Screenshot metrics,none,descriptive metrics/visualizations,Screenshots/images,no,"visual complexity; UI screenshot metrics analysis, web scraping; UI screenshots; none; nan; everal empirically validated models and metrics of user perception and attention into an easy-to-use online service for the evaluation of graphical user interface (GUI) designs; desktop"
soui2020,Assessing the quality of mobile graphical user interfaces using multi-objective optimization,"Soui, Makram; Chouchane, Mabrouka; Mkaouer, Mohamed Wiem; Kessentini, Marouane; Ghedira, Khaled",2020,journalArticle,24,10,7685-7714,Soft Computing,,Springer Nature,10.1007/s00500-019-04391-8,https://doi.org/10.1007/s00500-019-04391-8,"Aesthetic defects are a violation of quality attributes that are symptoms of bad interface design programming decisions. They lead to deteriorating the perceived usability of mobile user interfaces and negatively impact the User’s eXperience (UX) with the mobile app. Most existing studies relied on a subjective evaluation of aesthetic defects depending on end-users feedback, which makes the manual evaluation of mobile user interfaces human-centric, time-consuming, and error-prone. Therefore, recent studies have dedicated their effort to focus on the definition of mathematical formulas that each targets a specific structural quality of the interface. As the UX is tightly dependent on the user profile, the combination and calibration of quality attributes, formulas, and user’s characteristics, when defining a defect, are not straightforward. In this context, we propose a fully automated framework which combines literature quality attributes with the user’s profile to identify aesthetic defects of MUI. More precisely, we consider the mobile user interface evaluation as a multi-objective optimization problem where the goal is to maximize the number of detected violations while minimizing the detection complexity of detection rules and enhancing the interfaces overall quality in means of guidance and coherence coverage. We conducted a comparative study of several evolutionary algorithms in terms of accurately identifying aesthetic defects. We reported their performance in solving the proposed search-based multi-objective optimization problem. The results confirm the efficiency of the indicator-based evolutionary algorithm in terms of assessing the developers in detecting typical defects and also in generating the most accurate detection rules.",Mobile user interface; Aesthetic quality; Evaluation,39,Q2,UI issue detection,,Source code analysis (web/app crawling),none,metrics + rule-based,Source code,no,Aesthetic defects detection; source code metrics analysis; GUI source code; existing tool comparision; nan; fully automated framework which combines literature quality attributes with the user’s profile to identify aesthetic defects of MUI; mobile
hong2024,CogAgent: A Visual Language Model for GUI Agents,"Hong, Wenyi; Wang, Weihan; Lv, Qingsong; Xu, Jiazheng; Yu, Wenmeng; Ji, Junhui; Wang, Yan; Wang, Zihan; Dong, Yuxiao; Ding, Ming; Tang, Jie",2024,conferencePaper,,,,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,IEEE,,https://arxiv.org/abs/2312.08914,"People are spending an enormous amount of time on digital devices through graphical user interfaces (GUIs), e.g., computer or smartphone screens. Large language models (LLMs) such as ChatGPT can assist people in tasks like writing emails, but struggle to understand and interact with GUIs, thus limiting their potential to increase automation levels. In this paper, we introduce CogAgent, an 18-billion-parameter visual language model (VLM) specializing in GUI understanding and navigation. By utilizing both low-resolution and high-resolution image encoders, CogAgent supports input at a resolution of 1120*1120, enabling it to recognize tiny page elements and text. As a generalist visual language model, CogAgent achieves the state of the art on five text-rich and four general VQA benchmarks, including VQAv2, OK-VQA, Text-VQA, ST-VQA, ChartQA, infoVQA, DocVQA, MM-Vet, and POPE. CogAgent, using only screenshots as input, outperforms LLM-based methods that consume extracted HTML text on both PC and Android GUI navigation tasks -- Mind2Web and AITW, advancing the state of the art.",,77,A,UI understanding/feedback,,Conversational assistant,New LMs,VLM,Screenshots/images,no,"GUI understanding; computer vision; UI screenshot; model training; annotating screenshots - possible actions; CogAgent an 18-billion-parameter visual language model (VLM) specializing in GUI understanding and navigation; desktop, mobile"
